Case	Rho
70	14d1d84e-99e1-41ad-8892-3b4da3d4f948	0.868219018635611
71	1502c7d7-1535-4e56-9f34-30623acd50d5	0.88323644779547
72	151f3677-6854-4265-9126-d92c646c67ae	0.919075584410227
73	1549dc64-3dab-43fc-96e9-b07d520957e1	0.894106489800529
74	1557183c-aedd-4df6-b98a-3654667f7b69	0.924349113458579
75	157ec9e0-ca6e-4da1-9233-f976cf0db433	0.846869991687458
76	161917b8-88ad-407b-ade6-d6b98478b359	0.890137971146853
77	16368c32-2118-4fcf-8693-6c89995e49d8	0.891782037977906
78	16a8d916-ad46-4690-b1a5-3b2b323f4336	0.857882437092616
79	1783cac1-253a-40af-a9ac-48dfb20e1ab8	0.923229533860017
80	178b2c48-c07d-422e-ae17-8bcfd996ad51	0.88192217610017
81	17baef7c-d97d-4b98-ab53-503ef856523d	0.899675695648307
82	17c1d42c-cb84-4655-a4cd-b54bae17ecaf	0.906504667093227
83	17ca61a2-607a-45ff-88fa-ef72e80bf891	0.913429530105485
84	17f275c1-a0d4-487d-8f02-ea279584b4cd	0.895099393762576
85	18d35983-ea6a-4b70-a209-9bef37595956	0.916104835011393
86	18eb4dfc-556f-4bf3-a411-4780209ed1e0	0.851762352631169
87	195b6731-6ae6-416e-a345-0eb8874a0ca2	0.855834207199132
88	197428f7-bd77-4c5f-8119-87157b5c35b9	0.903992350597312
89	197741de-a098-4f04-bb37-8ea8b3bb39bc	0.847269661920248
90	1a18974d-967c-4727-b42e-12ae7be66589	0.909038414457634
91	1b703058-e596-45bc-80fe-8b98d545c2e2	0.891168796311818
92	1c3610f7-e0aa-48d7-9a27-0dbaf6e244f9	0.878863587106488
93	1c40b84e-a0e3-429f-a48c-21566cf881c0	0.901369510890605
94	1d27253f-b036-44e7-a04d-8da5bbf57419	0.870575208533971
95	1e68e760-a4cf-4100-bf9c-e50fa8d126f6	0.85935464655545
96	1f601832-eee3-48fb-acf5-80c4a454f26e	0.866732906708086
97	1f8f87cb-8a0b-474c-97fb-c71b4fd88d97	0.897320752061889
98	1f99e4d4-4e8b-4cc1-a129-227a2a82780e	0.89492685082221
99	1fef9454-b3e8-4d9d-a9aa-aa1f1a32b80c	0.861942782656182
100	1ff85ada-3cdd-4afb-b311-2c7befb52702	0.923178504666825
101	2021ed1f-dc75-4701-b8b8-1386466e4802	0.919938270237261
102	20e8106b-1290-4735-abe4-7621e08e3dc8	0.891378795978878
103	214a4507-d974-4b3e-8525-7408fccc6a0f	0.895887480920322
104	2192c1db-4718-4254-ba42-3ae7f30ad5a8	0.872342415895235
105	2199b7a1-bd47-4bb5-b36a-a3e291e3e259	0.861818849289277
106	21ef1730-e5a7-47ce-b419-d000bb59ae15	0.883529906626815
107	22b35927-1c3f-4f98-ba42-deafc56b677a	0.895347869259703
108	22eaba28-be67-4730-9846-860bc1fca29a	0.914055642721139
109	233b02f3-c4f0-4a67-9db5-e68d5cdaccb6	0.882819699481199
110	2399caeb-ead2-4003-af38-809db4ac2e2b	0.84146414712943
111	23c21dea-3713-408f-ba56-f7c586e9f206	0.894882715504953
112	23dabeef-8e3c-44bc-9a12-a9522d17be5c	0.890631437875329
113	24046547-d038-4616-b190-52ac93f4965f	0.905154204112409
114	241fffc8-4250-4cfa-b2e7-e68c33ae07dc	0.883439908698891
115	24334ac1-28a3-4b61-b590-3f51e375b247	0.844514619683888
116	2476dda9-da2a-4242-9642-b92b8b9b1c79	0.847154033688791
117	24e39609-9645-43e5-960b-db5446eaea65	0.842832209175695
118	2585edbd-3488-4100-a4ab-a161252a31ee	0.905551932407062
119	26573441-eedb-4364-966c-e7f803deef19	0.852637632035415
120	2680da86-c977-4611-b75f-df015283c023	0.830186528604692
121	271404de-24e8-43f6-806b-fb510c1124c4	0.851898383582487
122	271e8024-a008-4bf0-9f6e-177f60096b1b	0.916608532327233
123	2779fa01-ac93-4e80-a997-3385f72172c3	0.901884983156379
124	27b05b15-a44b-45ed-a6e3-e7d1ca488ea9	0.925166964246872
125	27ba717a-5cd8-440a-9345-4ae086f6efca	0.891984591260835
126	27c1c094-690b-4973-8900-a797ad88f98c	0.900351344135884
127	27dfb9d4-3a2c-44bc-9acf-8f638d3f3004	0.837084663838066
128	281f70c5-876f-44b3-84fb-f2302f85e74c	0.862397480264565
129	28911b97-42bf-4189-9961-522fc0aeebc6	0.908940861362006
130	28e9048a-e540-42de-a1f4-4ef894fccc4c	0.844585177382339
131	298a1710-deb4-4064-a0f2-da32d43aa217	0.892748161539858
132	298d33da-15af-48cb-b30f-eaf54e7baa43	0.824302474453041
133	29df128d-ace2-40cf-88ee-3f6f2170f159	0.845532414590683
134	29fdc464-f216-4828-b456-829f71436e27	0.873662362885763
135	2a84997d-ccee-4f46-bea2-752534f26416	0.872516080813364
136	2b19a6b4-7a17-4452-b4aa-6fc18adc0c3c	0.907655565322119
137	2c04a2f5-321e-4dea-8e00-268325da65cb	0.895791844973116
138	2c6adb12-380d-4710-a7e6-93d5a0e53289	0.853517298338134
139	2c86c3ea-d926-4d39-a5ae-39ece4774287	0.903989968443642
140	2c90d5e3-ac8c-4c86-a06f-42ccc064eb49	0.900003056516563
141	2cb8c866-9296-4c70-a3ea-f9a9b707895c	0.897427413048328
142	2cbeadff-a8a3-4787-9d4e-f6b74c3ab5d9	0.820878211565688
143	2cf68894-168b-458b-af4f-53cad72989a8	0.850710518709709
144	2d0d7ff4-7866-4ae1-9cf1-a3c7f4cbe48d	0.900350359196381
145	2d4c778c-7f77-4f0a-8261-2086accf15fd	0.897715435100864
146	2e1e3bf0-1708-4b65-936c-48b89eb8966a	0.875175379568288
147	2e32f31f-9817-4935-b259-96c59936ee33	0.900637288147321
148	2e538802-2a31-4774-89a8-c6e4381a887d	0.892935407830549
149	2e82e576-3095-4aee-9853-65f676647c34	0.884436321676591
150	2e8e70f2-c781-44c2-8f12-1f8c2f536aa3	0.870340862370102
151	2f4cbedf-ed7e-45a2-bf34-f1d1e696bdde	0.85060800722534
152	2fdfd287-d13c-4910-9788-73987d45908a	0.860020282374891
153	2fe854b4-bac9-4801-9a1c-ee99388e8082	0.861857766402149
154	30047d32-0833-4aca-98d1-3b9ab7122863	0.876259747784478
155	303a1d77-a37a-4966-a4a4-9981d99ba1b4	0.917899760994114
156	30ec8b1f-28c4-4f46-8a1b-a8d51e558c7d	0.91136106261848
157	3144f1fb-4342-4079-bfe8-940da4bfd88e	0.880847525227868
158	316625b8-a217-4829-90d1-dfd9cb7e4bc3	0.840099875617477
159	316e021c-5175-4ab3-bdb6-2bf9683f657a	0.835851805784681
160	31c31cce-1b4d-4f12-922f-84f389403170	0.86242337630537
161	324bcba2-f6a4-45a6-807c-215bdffcca21	0.839009511230606
162	327a2395-85c8-42e1-9638-8e037a1723ed	0.895139615612776
163	32861b48-83f5-43a3-bb54-45215ad2c5d6	0.876319400420958
164	328dfcb0-b5ae-43f2-bc87-dad0ab3df9e7	0.872466707243981
165	32bc7cc4-d185-4594-bbee-4b96410be512	0.905564239630123
166	32efa6e8-6b19-480a-9d04-ace02e93318a	0.882556967702577
167	332148f5-f070-4c20-8eb1-4d8c0673aa52	0.876439741449293
168	332423a7-8866-4ee3-b08f-3c8d7c16af80	0.88031119681385
169	33919e92-4ea9-47e5-a6f4-36e51845d50f	0.873039238888212
170	33b7bf50-53f4-4839-aa83-9665f85671d8	0.86375561462088
171	33cea538-4c3f-470a-972d-257c43241ab4	0.862716716449393
172	33fe5833-d7a0-43d7-a03d-56985ea448a6	0.86314508317278
173	34a74805-300c-4773-ab59-2085fcc2e6cc	0.869068555785851
174	34ab0cb8-bf19-4cbb-b4eb-3c45ee5aa60b	0.879151076275523
175	34d5a193-85e5-4399-8a9b-e92858eafdfe	0.908216146793388
176	3558dec7-eae3-4a41-a217-266c6a4535fb	0.907331857109964
177	359f12f9-5c41-48a4-85bc-fd7e307bf7d8	0.913393802957359
178	360d1d6d-cf3e-4c78-b36f-ef5e3160aa6b	0.903216497668599
179	36449392-de76-4ee9-bc09-627a07e18727	0.929105914321199
180	36d77496-99f8-4911-ba7c-89fae32662aa	0.866688857071471
181	36fe6152-f61e-4948-9ccc-23ac01a9d77d	0.915677165220231
182	37242f5a-25ae-4b1f-9ce6-09ce1dc92539	0.905381475708117
183	376ffe63-efd7-42af-90e1-261255b28bb7	0.855087692759757
184	378778d2-b331-4867-a93b-c64028c8b4c7	0.892095002136827
185	3828b534-908e-4953-a3fb-07d01cf49c7d	0.896644344410497
186	3886b4fb-ba22-4a50-b11a-a6893951f170	0.908980906159442
187	38a631a1-6875-4216-a335-ee93c90a86d6	0.916829953597444
188	38a8b734-9acc-42f9-b5b7-e51b0dfc6504	0.879897653211812
189	3927f736-3b5c-48c8-9d9e-83669ec44770	0.902013370995841
190	39cda4c9-e1c8-44c2-bab7-f5849c12f879	0.877442323278607
191	39cde586-df95-435f-b9a6-73b0c0ee5e92	0.911688507607351
192	39de7761-e762-4811-b95c-8216b79ae06b	0.922212023359101
193	3a0775a0-61ae-43f2-b5f6-629a44355c2f	0.876117437434895
194	3a711140-1b89-4611-9992-3861e3d0e01a	0.910053478863305
195	3aaabc62-f5a4-4025-9b29-5adf82c86c84	0.865756076180462
196	3afa1e93-1df8-4e4c-aaa4-557463f4bb77	0.857291960362708
197	3b01d064-8c00-4972-9f07-407eac8e7534	0.911607414617588
198	3b1f7e48-216d-47de-ba79-db350f52bff0	0.912267331797128
199	3b7b9c1e-a84c-47ed-983c-9e4b00cbf01a	0.895018317993456
200	3b963d72-ba5c-467b-83c9-fbdb462510a3	0.842052278032423
201	3bf81a9f-abb4-4495-a514-fd3865e13a03	0.890748306376462
202	3c08aabd-d5b5-4bbe-857c-38a7527b2163	0.840841282194511
203	3c612e12-6de8-44fa-a095-805c45474821	0.923021367026066
204	3c8b5af9-c34d-43c2-b8c9-39ea11e44fa6	0.894818413146903
205	3ca67cd0-81da-4f68-a9fa-f1a8c013c28d	0.842616909059816
206	3cb06c7a-f2a8-448b-91a8-dd201bbf2ddd	0.863054769604044
207	3d676bba-154b-4d22-ab59-d4d4da051b94	0.842783129217728
208	3dbe99d1-e3b8-4ee2-b6a8-2e2e12c6fbe9	0.872341993432272
209	3e25056d-d137-49f5-abaa-f68509426600	0.896149039692005
210	3e775c99-ceda-4246-8d6f-0f58ca5097c8	0.893870381391097
211	3e9f93c0-aa79-4b4c-bd6c-b3325912362a	0.902697102391678
212	3ecb0147-276d-486c-9af0-ce437c24ba83	0.869828109232798
213	3efa245d-177d-4ef9-94f7-f554c54e345e	0.919179935720234
214	3f834fa7-6d7b-4b85-98c0-5c55d55b6c95	0.893164237119223
215	3fc3755d-a3f8-4e2c-813f-ff124f2a75c1	0.845557481398256
216	408cb583-6dc3-4698-8bd2-e284042bd5ef	0.902355695288881
217	417dea5f-f68e-4dab-940e-43ae8c67e5e6	0.833398646711263
218	4229e432-6ac5-49d2-b58a-e8713ddb79bd	0.886256480609383
219	42621dfa-abfd-4c7d-8bc5-a02a09d1c2b4	0.929182860553101
220	42e47f3a-dff7-41e4-8f84-146d97e8ab72	0.90729062375948
221	42f6f503-4cf6-4a8e-b5fe-b44bccf6b38b	0.924934917153975
222	43029932-feb0-4658-97fa-645c1e775009	0.883926920555754
223	433427a1-bacf-4381-91ba-5fec8a0953f9	0.8936551589327
224	43d5632e-7272-4aad-9496-7f5a99671223	0.844577330607262
225	441919eb-8c9f-478c-bda3-8de4f8295e8a	0.900533411074786
226	444374f8-9282-439c-af00-0f828edcbff3	0.896591084079206
227	44954053-0b93-4577-a436-42777e442300	0.882059364328852
228	44bec761-b603-49c0-8634-f6bfe0319bb1	0.876424329153825
229	4510295e-8aa7-4ef1-b2b7-91cc902f8200	0.893675632851437
230	451e1a67-47e6-4738-99d7-fb7771ef61a3	0.884719089134191
231	452672e8-b6d9-45b5-bb02-e88e03e2dd66	0.873281765930568
232	4649dee3-b668-44cd-ab97-3834de3ef8f8	0.842973167055741
233	4842bac3-abaa-4900-871f-f2c3ba6457f5	0.878146290590614
234	491b6364-1223-474f-816f-e248c8c841e2	0.84563732517605
235	491d5ebb-e9ab-4b17-acb8-630ff9fef0f2	0.88832738588973
236	4922cddc-575c-4b8a-8245-ce5f6876760c	0.919936793812702
237	4958c36f-1dc7-4f14-9dec-36e14107dbe3	0.829512874905055
238	495f9eda-b9be-4eef-bae1-766a4bfbd68e	0.880446283439781
239	49717f75-0f2d-4e1c-9a12-f1cd7877b80a	0.933618629647631
240	49dc3e68-6206-4f16-969f-a758cc7be8ed	0.865182429496373
241	4a032bad-e726-48f2-8f39-e3acc109cc91	0.918483020870459
242	4a16429b-884f-4c95-8683-feeedf0d6a55	0.901454623340206
243	4a831893-f4ca-4357-a756-b5e954e35dd7	0.906852441230761
244	4aa68586-6331-4795-b40c-859386640df6	0.871958975411232
245	4aacbc42-5ac5-4339-b9fa-c6e812084837	0.886230839736413
246	4ac693e9-10f3-46b3-9d46-df3af7b0d259	0.872308536762347
247	4b0d295c-e185-4b52-9752-178e5bc1d47d	0.86792343712694
248	4b620966-b4c7-4615-bf58-ca9d3226b9bd	0.92351054714608
249	4bf50455-9ab7-4521-a791-089f66d3b877	0.862933575649878
250	4cfef7f9-f1ee-401c-a2a3-c225d4adc3b6	0.864263790690151
251	4d0fec97-e024-4608-a0cc-426a3decc7b1	0.851264259807944
252	4d120899-9a80-4736-b097-285e9e261bcb	0.866366354138381
253	4d1bf9e6-5837-4aed-b568-92f014ed5a4b	0.881406243960026
254	4d51159f-ab2f-40e3-a363-847c3654431e	0.894763712335484
255	4da7abaf-ac7a-41c0-8033-5780a398545c	0.872351480539846
256	4da999a0-ef41-4a0b-b1d1-446b39cc855a	0.856977101332464
257	4dfc233b-ed03-4825-8089-e04cdee99996	0.847630332903326
258	4e3699da-4367-4a43-9d66-a117d3ad460d	0.895069969296831
259	4e42fdc5-2a8b-49e9-87ef-6db7a6692d08	0.840555750367491
260	4e6edfe6-adcb-4c12-8ff4-38a79f5887e8	0.892945008938897
261	4f04bd10-9902-4a23-b15d-4f4409d79499	0.910016802686147
262	4f608829-ffc4-4527-886e-6bc764ab29f5	0.902246966837112
263	4fba3deb-db94-44b5-a0f2-a575d270779e	0.86428872246143
264	50619f8c-10aa-464a-a227-90a7aa6ffd43	0.899796774673794
265	515b1400-e896-4f2a-81bd-70895441a0bd	0.915219329722592
266	518f231c-f5f9-4a39-a97b-7fd5666d3e50	0.884917546582404
267	521e2140-ae5b-456f-8699-97398d009687	0.919388645014123
268	5258294f-ef5b-4091-9183-6bcc545d54b2	0.895309070609979
269	52c35691-efca-42f5-a03e-02c9f872275c	0.87415429999405
270	530ad151-703d-4638-851f-0b5111ff318b	0.90508102602761
271	539bbbed-43fb-4fef-9c67-6406f58b186a	0.886493402336623
272	53d0af48-d7ea-42c9-8695-c614b89b415b	0.853598762347577
273	53ff5893-7d5e-4bcb-be9c-665fa34b7824	0.890525681115799
274	546248b0-22a0-4b70-a437-76fb0a238a0d	0.910320462466355
275	54883111-d475-4515-ba3f-fece8a71e79e	0.848018511004863
276	5562455d-bbb8-46eb-a510-e8c6e1e26789	0.897428857520678
277	557cb0a3-6f1b-4faf-8296-0a15c24158f9	0.888918735216273
278	5580b21a-2cdb-4777-ad79-6e06654144f5	0.912204215937176
279	56033839-35d5-4d72-8b8c-400cb345263d	0.895133490766778
280	56203436-8634-4fd0-96b5-ba6be9d87857	0.917446109213098
281	5700c1b3-922a-4401-8ab8-89028908d696	0.901382792761284
282	57a1604c-60b7-4b30-a75e-f70939532c5c	0.89070802335796
283	58959e88-54e2-4558-9664-2effda7403dc	0.902117464367471
284	58c56d4b-3f85-4aad-a779-5f9e1791677d	0.86798744805524
285	599c3701-df7a-4a75-a347-fa9b510dd242	0.848207645148008
286	59be60a3-e0f6-4d63-b98c-574ef92428c4	0.923726646608765
287	59bf0ce4-715a-4017-bccb-c59916e78324	0.872638875975336
288	5a17dcd9-5ced-4a69-8069-23c7fd0649d1	0.847898501405792
289	5a4b7098-1f6a-49e9-b364-29d6d34f5bd5	0.861565319390093
290	5a5f0f48-2b13-4e78-b130-901b85d9a7f3	0.907463856206137
291	5b9a5cd2-5ec8-48a0-b9f2-da9bede0b089	0.909809600712363
292	5c8983f2-9788-4dfa-971c-3ec457b6166e	0.925200880733304
293	5cbf0aea-ebb4-4005-bdd5-14ef2dc6826c	0.908497397478039
294	5cdae21d-eee5-478f-932a-0f51fcf5f031	0.875992013493534
295	5d1d00c6-fcae-479e-ae1e-de76efd41d98	0.905713768220349
296	5d688049-f271-40ef-813a-d37240ffe21c	0.90895396794862
297	5d8ed961-a012-4b6b-bffb-9468d3953646	0.883837008006043
298	5dc1bee9-c44d-4fdc-9ae5-83426c4d6880	0.726706142951557
299	5e2cbc56-97f9-4b94-ade2-a3f739bcc7be	0.844205116020999
300	5e4187c9-98f8-4bdb-a8da-6a914e96f47a	0.892043177998498
301	5e670fec-8992-44bf-8657-f7f9a272306b	0.899318731690803
302	5ea18514-51ad-4844-abea-15e82f0b10c9	0.892487859010683
303	5ed024e8-d05e-4c65-9441-eda9930ccc82	0.872890225467033
304	5f5964a8-8e07-4620-98f0-93d162dbc31e	0.876613317622651
305	5f90d955-bbb0-4b44-a5ac-ba6fda9ca0fb	0.897211443337439
306	5fc7ff35-d3f7-4687-8759-3542bd58e988	0.891967802675664
307	5fd9552a-c742-4388-940d-295d1107ae00	0.875050688055014
308	5fe3c51f-65e2-4da6-8924-a6fae17c022d	0.859863743882088
309	5ff12cbe-a3e0-4ce6-8452-12b984a1baaf	0.901243305369619
310	6014a582-d22e-46e1-9000-c8e2fbad7acf	0.873567568945165
311	6020d1b4-ee20-4cc9-82a3-340b5e3122f1	0.904946584295129
312	606fbc6a-b41b-441d-9401-51e54912bf5e	0.842583017985629
313	60df7543-6da5-4c75-943b-5800c1e08234	0.896100507358106
314	623befd6-0ca4-4a6c-9cf5-d9385c3b718f	0.903927614452513
315	62d70067-ff77-4f95-8b69-f537abaf74ce	0.909347470937374
316	632984bd-dc81-42b6-b024-476cfd0bb2ae	0.895575074157148
317	636b0a90-c8c2-4ad6-a77d-6cd428a826d1	0.864057413626364
318	64089c20-939f-48b4-ae8b-904ad0597145	0.87907534843788
319	6412854a-f874-469e-9d1f-8bd3ae5bd41d	0.906998247399295
320	6439621e-da61-4723-91cc-c5d87d0a4abc	0.891875653688082
321	64975923-d032-4182-8565-59fc37127d8d	0.91873096464442
322	64d4dfae-8d91-464b-adc3-80ba7caf54ae	0.888900905596055
323	64f67506-f2df-4f0a-b7be-29b4949e986a	0.888708908791735
324	65077db7-dd59-4362-9d28-d5a9154e9be0	0.876779508669583
325	659b0170-e914-45ff-aa55-fcb8d3dc7b8a	0.923842771778916
326	66072c06-f251-4f0b-b6ae-12b407c52cc6	0.90413063889686
327	6644fd4e-d2fe-4785-a73c-0f36fcc740e2	0.862970763801063
328	665dd3d3-779c-4abd-b5d7-13342340451d	0.842846701032137
329	66af34ea-f471-4092-aff6-9ac9a5b75b11	0.88846997480399
330	67526f5a-3a30-45b2-aeab-2b21a855063e	0.90797498183874
331	67c5f371-3fa9-47c5-8b15-c2dd9acc8519	0.856085017730832
332	67eef990-5ff4-45d1-843d-d22d7848f130	0.892827005554281
333	680f23a9-fcce-493e-b908-27c1ad202e4c	0.901287172869563
334	68177e92-4784-45d9-af14-4ce0c00eae74	0.888575030977274
335	69054195-9e93-49e5-b820-69b0091cc2d4	0.882141814647178
336	6956473b-92e5-4069-a26b-b48e280e76f2	0.884627192059422
337	69a68fbc-e43d-4652-85ee-693211bded47	0.891700817380208
338	6a186809-3422-41d0-83d2-867145830936	0.888179796035028
339	6a2972e3-cca9-47e5-aac0-b770f2399eeb	0.85991661119848
340	6adca853-1b09-47ff-814c-47b732a76d96	0.906870544780406
341	6b923e30-2ddc-407f-91b1-c202f1373fbb	0.91964177836329
342	6b960b58-28e1-41c6-bd6e-7e669c6aa4ef	0.915957008539636
343	6bc4c56d-aac5-49a2-9913-9538d06d898f	0.903278309651068
344	6c0066e3-96df-4870-bcd3-98cda64082e9	0.933516323642997
345	6cb6f179-defd-4661-af0a-c353b74c0c49	0.901004316806456
346	6cdc0d53-f813-4101-81e5-9bee68270536	0.869420358858689
347	6dd0dd7b-62ff-4fd1-a99a-b265f1a91dca	0.905165387046889
348	6e126b73-d3e8-4641-a128-306f3b313e40	0.829643793524704
349	6e6408d6-6c48-4dfc-9f1c-28b7386e87b4	0.921789447207493
350	6e6b7742-a562-490b-bb72-04a5653852e4	0.899466021475815
351	6f6afd31-b5dd-48ab-b18f-6390ba18a5f0	0.906977394537567
352	6f6e7356-3521-4674-8eec-ad01340d4b8e	0.86440865382522
353	6f89509c-f802-482e-b4da-94553aa76fe9	0.906687195173105
354	6f959c92-b79f-4f84-9ee5-d07d3212d52d	0.875539316617994
355	7032ec9c-e96b-4642-a7b6-d0aee7a3add2	0.89874683114729
356	70931617-b3df-4a12-8e3f-2b2307602f48	0.885994109680618
357	70ab4f23-23c4-409f-a5cc-18a010c3a24e	0.860630837034808
358	70f34c5c-3671-44c8-9469-99f9786efec1	0.900418325473124
359	70fc011c-0f22-4026-9d72-87351126203a	0.909184224147047
360	71229981-97c2-4ae1-a130-fe5de336b37d	0.887759565692746
361	71626753-cc34-4731-abc0-ae188b0964e7	0.894055176018523
362	718db047-9f32-48c4-98c9-515218441bca	0.901708980269419
363	71f97b63-c970-44ee-98c2-e02e663d5a40	0.85116273598258
364	71fc8941-4cfb-47ea-a533-873d38f8c95c	0.890101505478876
365	7241b3d4-31ee-4fd2-a4a5-35a9d5f37d6a	0.872625989905247
366	72cd1b17-d349-4551-83f7-3062ce9db865	0.86960465311266
367	72e486b8-a866-4916-b2e4-8b4bb5dcd92d	0.895896132658599
368	733a2a0f-b37a-4b81-b49e-3c0f30d1eb37	0.852679400664341
369	739cb132-51e9-41be-8064-311a13da0d74	0.897913865165169
370	73ccc949-01b7-48d3-a7c4-c4bcd261672a	0.923851604462515
371	7455d832-ad66-40df-85d7-3a7051c4498d	0.892925635891026
372	747083ff-0703-431b-aad4-f2adff739516	0.912091185583832
373	74f31744-0aed-4633-beec-4e203315f0b7	0.856210598943672
374	75113445-d2d6-44a0-866c-c9175e6d214b	0.897935669818083
375	752ad011-79e0-494f-9868-98bf6feb28f8	0.882386718189344
376	757df7b0-4774-4493-98bf-999ded9ac86e	0.881753232237756
377	7588a286-6935-424a-bc5f-92e24c83eb37	0.895961222313173
378	75b5529b-565a-4eba-918a-910b2f441d32	0.860109243859416
379	76ace6aa-0505-442c-978a-f889cf2d44bb	0.917154789023277
380	784de7ac-8424-42eb-83d4-a1bebaa42b97	0.857305794943879
381	78582fbc-dcc7-48ae-9f95-5271c9bc5b72	0.897489411403879
